Time Steps,h
95,"[ 0.35949698  0.33356443  0.35939747  0.33834967  0.35931587  0.35999995
  0.3518059   0.35976326  0.34171787  0.29006174  0.35999995  0.34711537
  0.33468556 -0.36313707  0.35953566 -8.671399    0.26652092  0.1519905
  0.32839012  0.35999998  0.24802437  0.3599968   0.35980737  0.34272945
  0.35029164  0.35943282 -7.5733075   0.3599977   0.34879762  0.35998014
  0.34091341  0.35881472  0.35967353  0.35035044  0.34010723  0.35973045
  0.35773945 -0.6118924   0.34427795  0.14997603 -0.01219615  0.34557053
  0.3599992   0.35717607  0.36        0.35998422  0.3511809   0.34991997
  0.3386314   0.3595668   0.3499642   0.33259252  0.3581149   0.35069302
  0.34883338  0.32635581  0.33430687  0.33356827  0.35581955  0.34346196
  0.3599736   0.31997597  0.26752052 -0.15717208]"
96,"[ 0.3599335   0.3399244   0.3599443   0.35454676  0.35849732  0.36
  0.34850937  0.3599568   0.3495198   0.35827935  0.3599996   0.34946293
  0.3471089   0.34962052  0.35993484  0.22083291  0.34870026  0.23444119
  0.34238586  0.36        0.34856206  0.35999903  0.3599317   0.3430318
  0.3500923   0.35981333  0.10523736  0.35999963  0.32731375  0.3599966
  0.34254622  0.35965598  0.35997984 -0.25387615  0.35709488  0.3599532
  0.35509422  0.35757315  0.3531379   0.26806167 -0.6394443   0.3574587
  0.3599998   0.35859868  0.36        0.3599973   0.3469463   0.3498859
  0.3363738   0.35997874  0.35930255  0.32759818 -3.4814095   0.3411244
  0.3494355   0.35712022  0.3500992   0.33332238  0.35947782  0.34327424
  0.35998577  0.34086603  0.31688863  0.25304976]"
97,"[ 0.35999408  0.3481809   0.35998917  0.34672543  0.26796752  0.36
  0.35035113  0.35999268  0.3492521   0.35174635  0.35999995  0.33179083
  0.3500516   0.35370767  0.35998896  0.35884887  0.3591685   0.34383816
  0.34563988  0.36        0.33052528  0.35997945  0.35983443  0.3430471
  0.35016465  0.35999456  0.35050747 -0.04370144  0.27915794  0.3599994
  0.34372655  0.35998827  0.35999787 -0.6621629   0.3593944   0.35999542
  0.3494448   0.358585    0.35350823  0.3259176   0.2988921   0.35908583
  0.3599999   0.35960588  0.36        0.35999954  0.35731822  0.3318222
  0.33853817 -0.11197978  0.3599653   0.33478624 -1.3048182   0.3577705
  0.3488108   0.3593174   0.33872613  0.33731776  0.35999826  0.34326926
  0.35999888  0.34548992  0.34852275  0.35250401]"
98,"[ 0.35999906  0.2711379   0.35998815  0.3538049  -1.126057    0.36
  0.35117206  0.35999873  0.34925148  0.33725545  0.36        0.32933933
  0.34986237  0.35925353  0.3599978   0.35670716  0.35993272  0.35828036
  0.34762362  0.36        0.32994708  0.3599999   0.35999256  0.3429828
  0.29940265  0.35999942  0.358972    0.3303552   0.29444957  0.3599999
  0.32627946 -0.5548289   0.3599996   0.30098194  0.35991663  0.359999
  0.3448033   0.35975036  0.33143365  0.3367556   0.34889567  0.35990196
  0.35999995  0.35993353  0.36        0.35999992  0.35909408  0.34653065
  0.34287903 -2.639277    0.32579857  0.3491675   0.32347506  0.3591712
  0.3488281   0.35996014  0.34288758  0.34879366  0.3599952   0.3582576
  0.35999987  0.35756326  0.3583576   0.3552508 ]"
99,"[ 0.35999984  0.3505952   0.35999972  0.2883332   0.24151145  0.36
  0.35099393  0.35999978  0.33238348  0.006271    0.36        0.33831668
  0.3491515   0.10670131  0.35999957  0.35957143  0.35998312  0.3598928
  0.3307755   0.36        0.2798128   0.36        0.35999897  0.34293908
  0.3517473   0.35999992  0.3596626   0.2091594   0.34822127  0.35999998
 -0.01582587  0.34931403  0.35999992  0.35435858  0.35999534  0.3599999
  0.35730377  0.35999745  0.34298125  0.35726777  0.3550502   0.35998648
  0.35842648  0.35999414  0.36        0.35999998  0.31591558  0.3215299
  0.32052326  0.3473816   0.35966232  0.35223085  0.35320172  0.35987073
  0.333454    0.01945955  0.34906656  0.3505942   0.15194398  0.35890222
  0.35999998 -0.11904782  0.35960007  0.35931677]"
100,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
101,"[ 0.31799498 -0.26073503  0.04927796  0.07701364  0.3175163   0.341706
  0.17446616 -6.1077323   0.32633108  0.32139653  0.06674621  0.33625704
  0.328552    0.31822732  0.05786312 -0.2010113   0.34103855 -0.8545041
  0.34235606 -0.32460946  0.19063008  0.33435497  0.329067   -0.17712498
 -0.25540316 -0.5786398  -0.8528955   0.33427733  0.32450917  0.34106332
 -0.36271703  0.30997303 -1.0205772   0.32778594  0.33838832  0.33904642
  0.04941052  0.32348642  0.3365774   0.25995147 -1.3304502   0.33969098
  0.33113033 -0.04121327  0.3155405  -0.35611814  0.3188332  -6.993664
  0.34491798 -0.15698618  0.32348666  0.31596628  0.04747075 -4.9973493
  0.3155405  -1.0984682   0.3390416   0.32779717  0.34016532  0.31872874
 -0.04936004  0.34060413  0.09344643  0.33969098]"
102,"[-0.9740609  -0.13393015  0.16382135 -0.12739676  0.32542658  0.34164047
  0.17895421 -0.27751923 -0.09353471  0.32863748  0.28391597  0.3424056
  0.33826113  0.345521   -0.60345465  0.3333897   0.34107023  0.12569728
  0.34318486  0.27119654 -0.11627162  0.32825267  0.3371174   0.3336017
  0.09739956  0.12781107  0.17250395  0.34156045  0.33714485  0.3261336
  0.32664537  0.32843772  0.314107    0.31260452  0.31897613  0.33250165
 -0.78472435  0.33195132 -0.43334007  0.03855222  0.21751489  0.33369958
  0.3283103   0.27580932  0.3393767   0.06423831  0.34628442 -0.7214471
  0.33470592  0.2418648   0.29237077  0.3414058   0.31419393  0.26534888
  0.32404885  0.20271954  0.3274211   0.34066814  0.33887613  0.31522313
  0.259969    0.34035397  0.240519    0.31330457]"
103,"[ 0.32609487  0.17048115  0.06171489  0.2500287   0.3468237   0.3422518
  0.31973416  0.31554005 -0.8523425   0.3142364   0.3412816  -1.7431575
  0.34252933  0.34728175  0.34643534  0.35252082  0.34559458  0.29046962
  0.34746984  0.3269788  -0.02596048  0.32737786  0.3440061   0.35506812
  0.30845863  0.20124623  0.35613507 -7.888619    0.17454052  0.31451565
  0.3359853   0.3194114   0.3491142   0.31778592  0.0647375   0.2934047
  0.310481    0.26871097 -0.42449808  0.29856277  0.3580303   0.3387781
  0.25859088  0.27635002  0.34514174  0.31609607  0.15237497  0.21771163
 -0.3310908   0.2379685   0.33481047 -0.4628306  -0.5758517   0.3378857
  0.3435335   0.31749946  0.17812645  0.3346269   0.29330757  0.29005918
  0.28774083  0.30393812  0.28683996 -0.43181676]"
104,"[ 0.21681176  0.33304837  0.32130265  0.34864888  0.03216943  0.33701983
  0.14806382 -0.065763   -4.7049823   0.17355461  0.3363964   0.3369372
  0.34583682  0.347852    0.3582508  -2.2735791  -0.24875277  0.3436216
 -0.8634305   0.33194172  0.33925402  0.3028785   0.33281648  0.34088334
  0.3444878   0.26228356  0.32846808  0.33984146  0.32065427 -3.4322534
  0.3336035   0.3159176   0.32385385  0.3107096  -0.10384232  0.3224544
  0.33485135 -0.122008    0.23574579  0.3167676   0.32613894  0.32340372
  0.3419892   0.32642442  0.3445156   0.32442826  0.35772094  0.33618215
  0.3523856   0.28622627  0.33742005 -0.15674657 -1.3985107   0.34892538
  0.3463706   0.32758886 -0.25143832  0.33722848  0.33326992  0.26584727
  0.32892784  0.3265401   0.29003724 -0.4594183 ]"
105,"[ 0.3452066  -7.978331    0.31940266  0.34006086  0.18002395  0.34679008
  0.31587923  0.3013829  -0.1566621  -0.3861692   0.04107663 -8.187733
  0.34670547  0.34759802 -9.08316     0.32902467  0.10651505  0.35321262
 -0.89674723  0.34580562  0.3311169   0.32091329  0.0573056   0.344201
 -4.3726196   0.34154528  0.2899721   0.3403518  -0.75971377  0.33417982
 -0.43428123  0.3513419   0.33865678  0.3370809   0.34702775  0.32529914
  0.00991142  0.3491657   0.28648135  0.32827708  0.32976156  0.32187515
  0.3391014   0.3213472   0.33856577  0.3241258   0.3511632   0.341065
  0.3502231   0.31666946 -1.4286536   0.35556594  0.2784801   0.3402465
 -0.617005    0.30058318 -0.995643    0.34280327 -2.9403448   0.34760013
  0.34547803 -1.9025897   0.35256836  0.33815265]"
106,"[ 0.24168321  0.28068894  0.29412448 -0.20554835  0.29217732  0.3468424
  0.35906652  0.3281902   0.33279607  0.20317906 -0.18843961  0.2499493
  0.34678066  0.33153233  0.3396089   0.32319853  0.3585303   0.32826376
  0.32429212  0.35117868  0.29721105  0.35374224  0.12763925  0.27498502
  0.35256752  0.34898993  0.28300872 -0.66019964  0.35100988  0.27016136
  0.32691157  0.3513006   0.3439271   0.33867735  0.34554565  0.32594037
  0.17181408  0.32925972  0.272489    0.309986    0.32670507  0.19332626
  0.26573616  0.32968014 -1.5838568   0.3253495   0.34845555  0.3257931
  0.1256718   0.3303188   0.23324016  0.3322256   0.3419917   0.33891723
  0.08398879  0.30206576  0.03413051  0.3455239   0.31313345  0.35747504
  0.3495871   0.30964914  0.35891083  0.34604222]"
107,"[ 0.34859887  0.28987277  0.31662104  0.34493133  0.3293778   0.34682497
  0.34453425 -1.9773232   0.23244986  0.2591337   0.31504065  0.2357054
  0.3467349   0.3394482   0.33830726  0.32900724  0.33831605  0.32746217
  0.34391722  0.34290856  0.321803    0.35763553  0.322178    0.33991012
  0.3277726   0.3405793   0.27970165  0.3460684   0.35081038  0.24611858
  0.23155439  0.35579586  0.34536192  0.3465002   0.32051718  0.27342838
 -0.10801911  0.3238185   0.33126548  0.33869568  0.12739407  0.3406831
  0.29537627  0.3462191  -0.09916806  0.19215515  0.3499239   0.33317605
  0.3249513   0.35582232  0.3426692   0.33362862  0.35808033  0.33977222
  0.35357225  0.29766157  0.3432965   0.34542298 -4.1972857   0.35958466
  0.34886843  0.23728237  0.35971597 -2.789785  ]"
108,"[ 0.34493735  0.30951965  0.34314927  0.34562203  0.34336868  0.34680033
  0.35938698  0.11210519  0.34072906 -1.8785075   0.318354   -4.272526
 -0.14391798  0.31443298  0.32576543 -0.10199404  0.3441855   0.02137095
  0.33892745  0.05107218  0.35563946  0.2988093   0.31468698  0.3517951
  0.33207205  0.34078214 -0.10710391  0.34314772  0.27748463  0.2994328
  0.20910504  0.35949054  0.34529048  0.3279293   0.35587275  0.2901353
  0.10072315  0.03054008  0.31361786  0.34438768  0.34292528  0.3432989
  0.35659796 -0.3667351   0.28928557  0.34511527  0.35034215  0.2833995
  0.35228065  0.34349698  0.35198545 -0.34949708  0.29894197  0.33884802
  0.33600706 -0.32930493  0.22327802  0.33045986 -1.0310855  -0.22969306
  0.11931036  0.3408058   0.3599378   0.31667325]"
109,"[ 1.5516952e-01  3.1885618e-01  3.4365031e-01  3.4102780e-01
  3.4360534e-01  3.4679407e-01  3.5997015e-01 -3.8324909e+01
  3.0338642e-01 -3.0941033e-01 -5.3708215e+00  2.1806419e-02
 -9.0800464e-02  3.2136494e-01  3.4322688e-01  2.8431943e-01
  3.3532742e-01  9.2713445e-02  3.5106760e-01  2.9594225e-01
  3.5884881e-01  3.1500846e-01 -3.9300919e-01  3.4557936e-01
  3.1959903e-01  3.2680118e-01 -2.8732687e-01  3.4853506e-01
  3.2378697e-01  3.4046999e-01  2.6775885e-01 -4.2579910e+01
 -1.2631950e-01  1.0695422e-01  3.5872376e-01 -5.7231629e-01
  8.0124110e-02  2.7387032e-01  2.9186997e-01  3.4777972e-01
  3.3215940e-01  3.4197450e-01  3.5856646e-01 -1.0288287e+00
  3.0969268e-01  3.4165147e-01  3.5036117e-01 -2.8561771e-01
  3.3028176e-01  3.0648676e-01  3.2764295e-01 -1.4999956e-02
  3.5576835e-01  3.4049922e-01 -8.1036961e-01 -1.8663275e-01
  2.3687592e-01  1.9930166e-01  3.2742530e-01  3.2896927e-01
  9.1746122e-02  3.3869582e-01  3.5998926e-01  3.2018843e-01]"
110,"[ 8.6151361e-02  2.9700476e-01  3.5683480e-01  3.4004536e-01
  3.4283069e-01  3.4679598e-01  3.5999888e-01  1.7937878e-01
  3.5929915e-01  2.9398167e-01 -5.7825446e-03  3.0693221e-01
  3.4980363e-01  3.3441448e-01  3.2094604e-01 -4.2120820e-01
  3.4098107e-01 -5.2152324e-01 -1.0360677e+00 -1.9394848e+01
  3.5986531e-01 -6.3953894e-01  3.1732425e-01  3.4549734e-01
  2.1956100e-01  3.3820337e-01  3.1726992e-01  3.4897211e-01
  3.3346748e-01 -1.3361599e+00  3.4765798e-01 -5.5091983e-01
 -8.8199049e-02  3.3614206e-01  3.5975528e-01  1.4997891e-01
  2.8159332e-01 -5.8626050e-01  3.1003326e-01  3.4678712e-01
 -2.9265633e+01 -1.1940515e-01  2.4008885e-01  3.1172848e-01
  3.1355977e-01  3.5843360e-01  3.3745223e-01  3.5824364e-01
  3.4124893e-01  2.2465050e-01  2.1049106e-01  3.1472614e-01
  3.3381587e-01  3.3966026e-01  3.3732766e-01  1.6193314e-01
  2.9733887e-01  3.4365401e-01  3.2218075e-01  3.5472292e-01
 -2.0861477e-02  3.3633545e-01  3.5999838e-01  3.3783716e-01]"
111,"[ 0.35740426  0.29394078  0.35921988  0.22900994 -0.33464295  0.3467983
  0.13885495  0.2588821   0.35850507 -0.0365113   0.32874784  0.3141861
  0.3542839   0.3335815  -2.3662815  -1.9547898   0.3132762   0.3485256
 -1.5679209  -0.5202532   0.35998768 -1.8819255   0.33995512  0.34493116
  0.35477272  0.34659573  0.34466785  0.34821516  0.3583983   0.35566708
  0.35601386  0.33542258  0.35407415  0.01084268  0.35997102  0.01358342
  0.28392163  0.35405198  0.35225433  0.34118244 -0.6087499  -3.9137955
  0.31176928  0.33430812  0.35056472  0.35934958  0.34073204  0.32325453
  0.12089413  0.1959969   0.31332836  0.34107423  0.29634303 -5.7410064
  0.3300245   0.31146285  0.32678497  0.3447631   0.2563724   0.359361
  0.3524792   0.3571855   0.35999975  0.3422696 ]"
112,"[ 0.35404074  0.2963421  -2.157474    0.10383821  0.33627772  0.35877517
  0.32756802  0.356559    0.3547266   0.20771249  0.34714442  0.20369773
  0.34544417  0.33689833  0.33027294 -0.01228258  0.35460368 -1.9965624
 -5.984082    0.29968366  0.35999766  0.15643655  0.34844995  0.344711
  0.3592358   0.349858    0.34397468  0.35924497  0.3574337   0.33406335
  0.3596016   0.35437587  0.35675886  0.35789406  0.35999587 -0.39364004
  0.34535104  0.3560882   0.3583572   0.09048474 -0.1353713  -1.8681241
  0.34688947  0.34035832  0.35822877  0.35989252  0.34893435  0.3424924
  0.34630373  0.3482915   0.35864443  0.35788035  0.01371604  0.3234592
  0.35930997  0.31389183  0.3379463   0.34277788 -0.45788223  0.3598339
  0.35511655  0.35882348  0.35999995  0.33799475]"
113,"[ 0.34854043  0.31602287 -0.28895545  0.3226431   0.3541185   0.35890898
  0.31675708 -0.09445581  0.35998812 -0.69255555  0.34707454 -0.09186208
  0.34199783 -1.0392388  -0.003739   -0.5853763   0.35908648  0.31990522
  0.1346117   0.33975682  0.35995188  0.3520066   0.35056695  0.35803816
  0.35990295  0.34992766  0.35066852  0.3584963   0.35954744  0.3569792
  0.35981676  0.35745984  0.34409985  0.05070722  0.35999936  0.35159755
 -1.1148036   0.35749984  0.35983387 -0.05657673  0.32556903  0.20046338
 -0.16276753 -0.36264604  0.35987517  0.35998464  0.35192722  0.34313905
  0.3462383   0.35429242 -0.55564344  0.35963944 -1.0285038   0.3464787
  0.35788164  0.29480067  0.33063477  0.34239528 -0.03211072 -0.03112531
  0.3286711   0.3598811   0.36        0.32929504]"
114,"[  0.35984343   0.3209212    0.33697465   0.34255162   0.34262717
   0.3598774    0.357891    -8.505156     0.35998777   0.34919846
  -0.03417331  -3.4304385    0.34532237   0.35758537   0.20867568
   0.18350905   0.35981748   0.33980757  -3.137693    -9.94266
   0.35999918   0.12525238   0.35080835   0.35927343   0.35998526
   0.34967446   0.35004485   0.35966513   0.35998034   0.35924178
   0.34859732 -11.565525     0.34275848   0.33458158   0.3599999
  -3.3507376   -0.21529263   0.35987005   0.35997418   0.06437451
 -29.27211     -3.1108484  -17.170073    -8.736192     0.35999802
   0.35999754   0.33573994   0.35816604   0.33263618   0.3545269
  -0.1774149    0.35995373   0.2664427    0.35790625   0.08540773
   0.22490203   0.3393429    0.32389992   0.3520904    0.31817406
   0.33184156   0.35999373   0.36         0.3409926 ]"
115,"[ 0.3588953   0.32477567  0.34009457  0.35746506  0.34189466  0.35999542
  0.35816586  0.27769208  0.35994068  0.3500878   0.3435184  -0.17361283
  0.34680927  0.34524822  0.30811465  0.34557158  0.3599762   0.35036188
  0.3478816   0.30114827 -0.73353314 -0.39446783  0.35042587  0.3598795
  0.06110826  0.3496      0.3503709   0.35998476  0.35999614  0.3597378
  0.35966274  0.21084881  0.34506494  0.33419234  0.35999998  0.2923017
  0.3127693   0.35998198  0.35999858  0.3512636  -0.34859467  0.08767182
  0.22548616  0.2930519   0.35999852  0.3599996   0.33286822  0.35931706
  0.2357177   0.352918   -0.8026959   0.35998908 -0.02976835  0.35934308
  0.35555694  0.33910486 -2.3370156   0.3401095   0.3515205   0.32025525
  0.33657092  0.35999864  0.36       -5.25555   ]"
116,"[ 0.3596422   0.3569546   0.15270086  0.35949627  0.3421328   0.35999975
  0.3596023   0.3373256   0.3599994   0.35950902  0.00175592  0.32161543
  0.34700283  0.33519334  0.3485059   0.3343506   0.3599964  -0.31097615
  0.33232388  0.33797592  0.3059585   0.3492721   0.35022402  0.35998195
 -0.03471363  0.35874987  0.35043955  0.3599976   0.05425173  0.35995528
  0.35999626  0.13293085  0.34511748  0.34310234  0.36        0.209107
  0.34620753  0.35999876  0.35999975  0.35587433  0.33964545  0.3510267
  0.31677943  0.3526539   0.35999948  0.35999995  0.33668137  0.35988745
  0.34803608  0.34442443  0.251458    0.3599984   0.34856668  0.35996103
 -1.143545    0.32709438  0.31316018  0.34275544  0.34073773  0.35816538
 -0.67455435  0.3599997   0.36        0.35270473]"
117,"[ 0.35999265  0.35931846 -0.0530729   0.35987622  0.3421433   0.35999995
 -1.840583    0.35665184  0.35497513  0.35992473 -0.25704658  0.34667194
  0.35875508  0.33157063 -0.8090061  -0.11466083  0.3599994   0.3464121
  0.3179762   0.35608667  0.33809033 -0.9189693   0.35877505  0.35999694
  0.33924583  0.35938728  0.3503697   0.3599997   0.18993774  0.3599932
 -0.3823408   0.31673524  0.34524915  0.34562677  0.36       -0.6790668
  0.35882676  0.3599992   0.35999998  0.33242604  0.3500855   0.3575105
  0.30270952  0.35789996  0.35999984  0.36        0.35828477  0.35998288
  0.3581748   0.35691988  0.3412688   0.3599998   0.31418043  0.3599951
 -0.24409479  0.34393704  0.3269575   0.09132022  0.3371281   0.35902104
  0.1894845   0.35999995  0.36        0.35883936]"
118,"[ 0.35999823  0.35989913  0.33611274  0.35999238 -0.3457896   0.36
  0.34367967  0.35703176  0.35924503  0.35997817  0.33791846  0.3593404
  0.3588998   0.33139455 -0.658826    0.3138748   0.35999992  0.35334632
 -0.17415035  0.33640116  0.21494852  0.24040565  0.35940298  0.35999948
  0.35013044  0.35991883  0.35031688  0.35999998  0.35964444  0.13343789
  0.08242524  0.35555816  0.34581882  0.32700932  0.36       -0.00120813
  0.35915244  0.3599999   0.35999995  0.33151394  0.35628816  0.3587615
  0.3439172   0.35943595  0.35999995  0.36        0.3589216   0.3599955
  0.3598936   0.25335962  0.35067803  0.35999998  0.34262687  0.35999876
  0.329316    0.3578805   0.35731468  0.29173282  0.34210548  0.3597438
  0.3572772   0.36        0.36        0.35857528]"
119,"[ 0.3599997   0.35994017  0.24407068  0.3599979   0.14435163  0.36
  0.35855415  0.35576585  0.35996264  0.35999778  0.34393552  0.3598398
  0.35986212  0.30950236  0.32739225  0.284737    0.35999998  0.3598467
  0.13759935  0.35451373  0.02175495  0.34207764  0.3599251   0.35999992
  0.35174704  0.35998982  0.3502799   0.36        0.35959318 -3.5134854
  0.3515644   0.35830766  0.32551083  0.33003438  0.36        0.3483794
  0.3598474   0.35999998  0.35999995  0.34710148  0.35588887  0.35965055
  0.34097415  0.35992602  0.35999998  0.36        0.3596264   0.35999715
  0.35995394 -9.255069    0.34870002  0.36        0.34543034  0.35999984
  0.35305196  0.32440245  0.3591489   0.3331883   0.3538922   0.35995904
  0.35975623  0.36        0.36        0.3597557 ]"
120,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
121,"[ 0.32674244  0.34081516 -1.2439629   0.33518022 -4.5342336   0.3324687
  0.23089586 -0.34825987  0.34272644  0.3282509   0.20542163  0.3365773
  0.28111932  0.32635105  0.33279884 -7.2715693   0.31782147  0.32825086
  0.33423024  0.31596628  0.33523494  0.32993972 -1.8945149   0.33994564
 -0.18102747  0.32649735  0.34608382 -0.47104412  0.32635105  0.31680667
  0.318306    0.32991496  0.06526735  0.3348354   0.31680664  0.34286168
  0.13776357  0.05993041  0.22438635  0.13542983  0.32605112  0.32421374
  0.3345995   0.14894117  0.23397216  0.3374103   0.14956394  0.09458539
  0.33443573  0.235975    0.22241904 -0.66693604  0.3268416  -0.08929989
  0.32662845 -0.5820436   0.32348642  0.3386136  -0.07380509 -0.09546238
  0.10155016  0.3114792   0.01767555 -0.13586956]"
122,"[ 0.3420302   0.33572048  0.29288542  0.34045622  0.17209888 -2.50565
 -2.4366798   0.24398163  0.3394743   0.3234494  -1.4944314   0.30755
 -0.5166694   0.33245435  0.33390588 -0.7602259  -0.04372358 -1.2239443
  0.32361853  0.23841512  0.34749094  0.32468784  0.10132709  0.31382295
 -3.3307362   0.33467346  0.33694166  0.12572521 -1.37312     0.34388
 -3.9156609   0.3384145  -1.3747383   0.3408747   0.34080583  0.3439406
  0.34802535 -0.27713472  0.34309852  0.13615897  0.15012634  0.19932713
  0.07178479 -1.9544219   0.22446734  0.30874968  0.3472573   0.34624746
 -3.0334682   0.31375113  0.24685693  0.0695529  -0.05962762  0.08994552
  0.32126647 -0.8404678   0.30472034  0.31313685 -0.22534299  0.33585298
 -0.03244734  0.30425563  0.20727924  0.31973135]"
123,"[-1.3002436   0.3411902   0.33738184  0.2895621   0.3318296   0.2887459
  0.33540538  0.33009222  0.3257086   0.20233276  0.23662797  0.0473327
  0.3451534  -0.37349015  0.33352342  0.26790625  0.2627266  -0.21105897
  0.23684129 -0.18217623  0.3475281   0.32368222  0.34683743  0.31748477
  0.3211488  -0.64855397  0.3393513   0.25269124  0.29862058  0.3454399
  0.17189594  0.33139175  0.1761302   0.33442733  0.34734398 -0.83755326
  0.33741012  0.3117427   0.21563122  0.23317078  0.19539514  0.3492787
  0.06809846  0.3126623   0.00944656 -0.29884082  0.34614965 -1.2028387
 -0.14740366  0.2986124   0.34187394  0.2736103   0.04618266  0.33728984
  0.29979143  0.26049942  0.3152465   0.04609019  0.287051    0.28554788
  0.26642632  0.31943467 -1.7051102   0.3570344 ]"
124,"[-0.33733702  0.3443774   0.22150227 -0.15435857 -0.91974354  0.34160596
  0.30389506  0.34534493  0.3174357   0.33107498  0.33122417 -0.6052017
 -0.28871322  0.34576222  0.3014721  -0.936875    0.3491925  -0.14645457
 -1.1641887  -6.7314534   0.3507025   0.3294027   0.14402527  0.325619
  0.34674743  0.18702301 -0.439556    0.2820398   0.33558547  0.33041152
  0.3501964   0.3284449   0.27305144  0.33498213  0.3337425   0.26802316
  0.3350127   0.3461501   0.2592686   0.3458678   0.1572942   0.30157492
  0.2969616   0.35264984 -0.22274458  0.3367122   0.34228763  0.1802158
  0.05590296  0.34627897  0.22763796  0.28924665  0.28306434  0.34759676
  0.34667552  0.33584768  0.32131833  0.30376697  0.33543578 -2.9950156
  0.33127367  0.2913751  -2.1332479   0.32904926]"
125,"[  0.2136073   -1.3072594   -1.6719834   -3.7475023   -0.1504451
   0.06954461   0.31137925   0.3299919    0.32732818   0.06463903
  -0.2734328    0.35653108 -13.87926     -0.83427966   0.27370188
   0.13197462   0.0664019    0.35228202   0.30590904   0.25643802
   0.33204702   0.3316887    0.31503084  -3.9464917    0.34071454
  -0.865234     0.3438452    0.30808443  -1.732174     0.16115305
  -0.14694566   0.33341265   0.1424641   -0.335787     0.34292254
   0.32740572   0.3373507    0.32087475   0.35774848   0.32313493
   0.35312715  -0.03768942  -2.2571068    0.34733322   0.2658593
   0.16881926   0.3417257   -0.26936382  -1.9232372   -2.217842
  -1.028772   -22.96793     -0.70252216  -0.5529258   -2.902597
   0.34607404   0.09212276   0.3358697    0.3126933    0.28673398
  -0.5647776    0.2939806    0.30898598   0.337982  ]"
126,"[ 0.33025366  0.21150817 -4.9798455  -1.7565137   0.29070538 -1.7012397
  0.324967    0.3106836   0.32248527 -0.17324513  0.32517028  0.34914038
 -0.19153309 -0.1887368   0.11943831  0.28400704  0.27504298  0.35043222
  0.34240627 -1.1545475   0.34849802  0.33189955  0.3492161  -0.32093018
  0.34390682  0.31425178 -0.19421017  0.31536117 -0.3653705   0.3484605
  0.35502374  0.33579856  0.3233529  -2.596078    0.31799164  0.34577712
  0.32360822  0.35463947  0.32614392  0.33090794 -0.5439838  -3.7669144
  0.17351714  0.3416553   0.17405334  0.22387518  0.34267431  0.16294387
 -0.29790473 -3.0925422   0.31351155  0.25541642 -2.1697335   0.34712362
  0.1391013   0.34908614 -0.61408925  0.180962    0.28961396  0.10895625
  0.28611004  0.34598252  0.1509452   0.3424414 ]"
127,"[ 0.31117892  0.34009382  0.3393568   0.30859205  0.3415919   0.15151489
  0.32727385 -1.8347903   0.33732334  0.2675028   0.3275551   0.34159544
  0.3477424   0.19452971 -0.68558013  0.33097383  0.32849073  0.34780633
  0.34810087  0.31859332  0.34534347  0.3300625  -0.8535174   0.32457912
  0.34394035  0.3326089   0.3224915  -0.48142993  0.07384807  0.3497312
 -0.92104733  0.34988275  0.00381097  0.35172507  0.3123562   0.34544516
 -0.8546083   0.35871845  0.34824434  0.13790685  0.31370765 -0.34634703
  0.30108827  0.34469348 -0.08989924  0.34147853  0.33287957  0.25767887
 -0.4000535   0.3184433   0.33447945  0.26959306  0.31298065  0.35162193
  0.32053554  0.3498173   0.19665669 -0.8673048   0.3288882  -0.02448326
 -0.13246152  0.09998226  0.32798177 -0.8355074 ]"
